Symbol,Nome,Pais,Sigla_Pais,Setor
VIGI,Vanguard International Dividend Appreciation Index Fund ETF Shares,,,
VINP,Vinci Compass Investments Ltd.,Brazil,BR,Financial Services
VIOT,"Viomi Technology Co., Ltd",China,CN,Consumer Cyclical
VIR,"Vir Biotechnology, Inc.",United States,US,Healthcare
VIRC,Virco Mfg. Corporation,United States,US,Consumer Cyclical
VISN,"Vistance Networks, Inc.",United States,US,Technology
VITL,"Vital Farms, Inc.",United States,US,Consumer Defensive
VIVK,"Vivakor, Inc.",United States,US,Energy
VIVO,VivoPower PLC,United Kingdom,UK,Technology
VIVS,"VivoSim Labs, Inc.",United States,US,Healthcare
VKTX,"Viking Therapeutics, Inc.",United States,US,Healthcare
VLGEA,"Village Super Market, Inc.",United States,US,Consumer Defensive
VLY,Valley National Bancorp,United States,US,Financial Services
VLYPN,Valley National Bancorp,United States,US,Financial Services
VLYPO,Valley National Bancorp,United States,US,Financial Services
VLYPP,Valley National Bancorp,United States,US,Financial Services
VMAR,Vision Marine Technologies Inc.,Canada,CA,Consumer Cyclical
VMBS,Vanguard Mortgage-Backed Securities Index Fund ETF Shares,,,
VMD,"Viemed Healthcare, Inc.",United States,US,Healthcare
VMET,Versamet Royalties Corporation,Canada,CA,Basic Materials
VNCE,Vince Holding Corp.,United States,US,Consumer Cyclical
VNDA,Vanda Pharmaceuticals Inc.,United States,US,Healthcare
VNET,"VNET Group, Inc.",China,CN,Technology
VNME,Vendome Acquisition Corporation I,United States,US,Financial Services
VNMEU,Vendome Acquisition Corporation I,United States,US,Financial Services
VNMEW,Vendome Acquisition Corporation I,United States,US,
VNOM,"Viper Energy, Inc.",United States,US,Energy
VNQI,Vanguard Global ex-U.S. Real Estate Index Fund ETF Shares,,,
VOD,Vodafone Group Public Limited Company,United Kingdom,UK,Communication Services
VOLT,Tema Electrification ETF,,,
VONE,Vanguard Russell 1000 Index Fund ETF Shares,,,
VONG,Vanguard Russell 1000 Growth Index Fund ETF Shares,,,
VONV,Vanguard Russell 1000 Value Index Fund ETF Shares,,,
VOR,Vor Biopharma Inc.,United States,US,Healthcare
VOTE,TCW Transform 500 ETF,,,
VOXR,Vox Royalty Corp.,United States,US,Basic Materials
VPLS,Vanguard Core-Plus Bond ETF,,,
VRA,"Vera Bradley, Inc.",United States,US,Consumer Cyclical
VRAX,Virax Biolabs Group Limited,United Kingdom,UK,Healthcare
VRCA,Verrica Pharmaceuticals Inc.,United States,US,Healthcare
VRDN,"Viridian Therapeutics, Inc.",United States,US,Healthcare
VREX,Varex Imaging Corporation,United States,US,Healthcare
VRIG,Invesco Variable Rate Investment Grade ETF,,,
VRM,"Vroom, Inc.",United States,US,Financial Services
VRME,"VerifyMe, Inc.",United States,US,Industrials
VRNS,"Varonis Systems, Inc.",United States,US,Technology
VRRM,Verra Mobility Corporation,United States,US,Technology
VRSK,"Verisk Analytics, Inc.",United States,US,Industrials
VRSN,"VeriSign, Inc.",United States,US,Technology
VRTL,GraniteShares 2x Long VRT Daily ETF,,,
VRTX,Vertex Pharmaceuticals Incorporated,United States,US,Healthcare
VS,Versus Systems Inc.,United States,US,Technology
VSA,VisionSys AI Inc.,China,CN,Consumer Defensive
VSAT,"Viasat, Inc.",United States,US,Technology
VSDA,VictoryShares Dividend Accelerator ETF,,,
VSEC,VSE Corporation,United States,US,Industrials
VSECU,VSE Corporation,United States,US,Industrials
VSEE,"VSee Health, Inc.",United States,US,Healthcare
VSEEW,"VSee Health, Inc.",United States,US,
VSME,VS MEDIA Holdings Limited,Singapore,SG,Communication Services
VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,,,
VSNT,"Versant Media Group, Inc.",United States,US,Communication Services
VSOL,VanEck Solana ETF,,,
VSTD,Vestand Inc.,United States,US,Consumer Cyclical
VSTL,Defiance Daily Target 2X Long VST ETF,,,
VSTM,"Verastem, Inc.",United States,US,Healthcare
VTC,Vanguard Total Corporate Bond ETF ETF Shares,,,
VTGN,"Vistagen Therapeutics, Inc.",United States,US,Healthcare
VTHR,Vanguard Russell 3000 Index Fund ETF Shares,,,
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund ETF Shares,,,
VTIX,Virtuix Holdings Inc.,United States,US,Technology
VTRS,Viatris Inc.,United States,US,Healthcare
VTSI,"VirTra, Inc.",United States,US,Technology
VTVT,vTv Therapeutics Inc.,United States,US,Healthcare
VTWG,Vanguard Russell 2000 Growth Index Fund ETF Shares,,,
VTWO,Vanguard Russell 2000 Index Fund ETF Shares,,,
VTWV,Vanguard Russell 2000 Value Index Fund ETF Shares,,,
VUZI,Vuzix Corporation,United States,US,Technology
VVOS,"Vivos Therapeutics, Inc.",United States,US,Healthcare
VWAV,"VisionWave Holdings, Inc.",United States,US,Industrials
VWAVW,"VisionWave Holdings, Inc.",United States,US,
VWOB,Vanguard Emerging Markets Government Bond Index Fund,,,
VXUS,Vanguard Total International Stock Index Fund ETF Shares,,,
VYGR,"Voyager Therapeutics, Inc.",United States,US,Healthcare
VYMI,Vanguard International High Dividend Yield Index Fund ETF Shares,,,
VYNE,VYNE Therapeutics Inc.,United States,US,Healthcare
WABC,Westamerica Bancorporation,United States,US,Financial Services
WABF,Western Asset Bond ETF,,,
WAFD,"WaFd, Inc.",United States,US,Financial Services
WAFDP,"WaFd, Inc.",United States,US,Financial Services
WAFU,Wah Fu Education Group Limited,China,CN,Consumer Defensive
WAI,Top KingWin Ltd,China,CN,Financial Services
WALD,Waldencast plc,United Kingdom,UK,Consumer Defensive
WALDW,Waldencast plc,United Kingdom,UK,
WAMA,Wisdomtree U.S. Adaptive Moving Average Fund,,,
WARP,VanEck Space ETF,,,
WASH,"Washington Trust Bancorp, Inc.",United States,US,Financial Services
WATT,Energous Corporation,United States,US,Technology
WAVE,Eco Wave Power Global AB (publ),Israel,IS,Utilities
WAY,Waystar Holding Corp.,United States,US,Healthcare
WB,Weibo Corporation,China,CN,Communication Services
WBD,"Warner Bros. Discovery, Inc.",United States,US,Communication Services
WBTN,WEBTOON Entertainment Inc.,United States,US,Communication Services
WBUY,WEBUY GLOBAL LTD.,Singapore,SG,Consumer Cyclical
WCBR,WisdomTree Cybersecurity Fund,,,
WCLD,WisdomTree Cloud Computing Fund,,,
WCT,Wellchange Holdings Company Limited,Hong Kong,HK,Technology
WDAF,WisdomTree Asia Defense Fund,,,
WDAY,"Workday, Inc.",United States,US,Technology
WDC,Western Digital Corporation,United States,US,Technology
WDFC,WD-40 Company,United States,US,Basic Materials
WDGF,WisdomTree Global Defense Fund,,,
WEEI,Westwood Salient Enhanced Energy Income ETF,,,
WEN,The Wendy's Company,United States,US,Consumer Cyclical
WENN,Wen Acquisition Corp.,United States,US,Financial Services
WENNU,Wen Acquisition Corp.,United States,US,Financial Services
WENNW,Wen Acquisition Corp.,United States,US,
WERN,"Werner Enterprises, Inc.",United States,US,Industrials
WEST,Westrock Coffee Company,United States,US,Consumer Defensive
WETH,Wetouch Technology Inc.,China,CN,Technology
WETO,Wetour Robotics Limited,United States,US,Technology
WEYS,"Weyco Group, Inc.",United States,US,Consumer Cyclical
WFCF,"Where Food Comes From, Inc.",United States,US,Industrials
WFF,WF Holding Limited,Malaysia,MA,Industrials
WFRD,Weatherford International plc,United States,US,Energy
WGMI,CoinShares Bitcoin Mining ETF,,,
WGRX,"Wellgistics Health, Inc.",United States,US,Healthcare
WGS,GeneDx Holdings Corp.,United States,US,Healthcare
WGSWW,GeneDx Holdings Corp.,United States,US,
WHF,"WhiteHorse Finance, Inc.",United States,US,Financial Services
WHFCL,"WhiteHorse Finance, Inc. 7.875% Notes due 2028",,,
WHLR,"Wheeler Real Estate Investment Trust, Inc.",United States,US,Real Estate
WHLRD,"Wheeler Real Estate Investment Trust, Inc.",United States,US,Real Estate
WHLRL,"Wheeler Real Estate Investment Trust, Inc.",United States,US,
WHLRP,"Wheeler Real Estate Investment Trust, Inc.",United States,US,Real Estate
WHWK,"Whitehawk Therapeutics, Inc.",United States,US,Healthcare
WILC,G. Willi-Food International Ltd.,Israel,IS,Consumer Defensive
WIMA,Wisdomtree International Adaptive Moving Average Fund,,,
WIMI,WiMi Hologram Cloud Inc.,China,CN,Communication Services
WINA,Winmark Corporation,United States,US,Consumer Cyclical
WING,Wingstop Inc.,United States,US,Consumer Cyclical
WISE,Themes Generative Artificial Intelligence ETF,,,
WIX,Wix.com Ltd.,Israel,IS,Technology
WKEY,WISeKey International Holding AG,Switzerland,CH,Technology
WKHS,"Workhorse Group, Inc.",United States,US,Consumer Cyclical
WKSP,Worksport Ltd.,United States,US,Consumer Cyclical
WLDN,"Willdan Group, Inc.",United States,US,Industrials
WLDS,Wearable Devices Ltd.,Israel,IS,Technology
WLDSW,Wearable Devices Ltd.,Israel,IS,
WLFC,Willis Lease Finance Corporation,United States,US,Industrials
WLII,Willow Lane Acquisition Corp. II,United States,US,Financial Services
WLIIU,Willow Lane Acquisition Corp. II,United States,US,Financial Services
WLIIW,Willow Lane Acquisition Corp. II,United States,US,
WLTH,Wealthfront Corporation,United States,US,Technology
WMG,Warner Music Group Corp.,United States,US,Communication Services
WMT,Walmart Inc.,United States,US,Consumer Defensive
WNEB,"Western New England Bancorp, Inc.",United States,US,Financial Services
WNW,Meiwu Technology Company Limited,China,CN,Consumer Cyclical
WOK,WORK Medical Technology Group LTD,China,CN,Healthcare
WOOD,iShares Global Timber & Forestry ETF,,,
WOOF,"Petco Health and Wellness Company, Inc.",United States,US,Consumer Cyclical
WPRT,Westport Fuel Systems Inc.,Canada,CA,Consumer Cyclical
WRAP,"Wrap Technologies, Inc.",United States,US,Technology
WRD,WeRide Inc.,China,CN,Technology
WRLD,World Acceptance Corporation,United States,US,Financial Services
WRND,NYLI Global Equity R&D Leaders ETF,,,
WRTH,Worth Charting Options Income ETF,,,
WSBC,"WesBanco, Inc.",United States,US,Financial Services
WSBCO,"WesBanco, Inc.",United States,US,Financial Services
WSBF,"Waterstone Financial, Inc.",United States,US,Financial Services
WSBK,"Winchester Bancorp, Inc.",United States,US,Financial Services
WSC,WillScot Holdings Corporation,United States,US,Industrials
WSE,Wise Group plc,United Kingdom,UK,Technology
WSFS,WSFS Financial Corporation,United States,US,Financial Services
WSGE,Warren Street Global Equity ETF,,,
WSHP,WeShop Holdings Limited,Jersey,JE,Communication Services
WSML,iShares MSCI World Small-Cap ETF,,,
WSTN,Westin Acquisition Corp,Singapore,SG,Financial Services
WSTNR,Westin Acquisition Corp,Singapore,SG,
WSTNU,Westin Acquisition Corp,Singapore,SG,Financial Services
WTBA,"West Bancorporation, Inc.",United States,US,Financial Services
WTBN,Wisdomtree Bianco Fixed Income Total Return Fund,,,
WTF,Waton Financial Limited,Hong Kong,HK,Financial Services
WTFC,Wintrust Financial Corporation,United States,US,Financial Services
WTFCN,Wintrust Financial Corporation,United States,US,Financial Services
WTG,Wintergreen Acquisition Corp.,China,CN,Financial Services
WTGUR,Wintergreen Acquisition Corp.,China,CN,
WTGUU,Wintergreen Acquisition Corp.,China,CN,Financial Services
WTIP,WisdomTree Inflation Plus Fund,,,
WTMU,Wisdomtree Core Laddered Municipal Fund,,,
WTMY,Wisdomtree High Income Laddered Municipal Fund,,,
WTO,UTime Limited,China,CN,Technology
WTW,Willis Towers Watson Public Limited Company,United Kingdom,UK,Financial Services
WULF,TeraWulf Inc.,United States,US,Financial Services
WVE,Wave Life Sciences Ltd.,Singapore,SG,Healthcare
WVVI,"Willamette Valley Vineyards, Inc.",United States,US,Consumer Defensive
WVVIP,"Willamette Valley Vineyards, Inc.",United States,US,Consumer Defensive
WW,"WW International, Inc.",United States,US,Healthcare
WWD,"Woodward, Inc.",United States,US,Industrials
WXM,WF International Limited,China,CN,Industrials
WYFI,"WhiteFiber, Inc.",United States,US,Technology
WYHG,Wing Yip Food Holdings Group Limited,China,CN,Consumer Defensive
WYNN,"Wynn Resorts, Limited",United States,US,Consumer Cyclical
XAIR,"Beyond Air, Inc.",United States,US,Healthcare
XAIX,Xtrackers Artificial Intelligence and Big Data ETF,,,
XBCI,NEOS Boosted Bitcoin High Income ETF,,,
XBIL,F/m US Treasury 6 Month Bill ETF,,,
XBIO,"Xenetic Biosciences, Inc.",United States,US,Healthcare
XBIT,XBiotech Inc.,United States,US,Healthcare
XBP,"XBP Global Holdings, Inc.",United States,US,Technology
XBPEW,"XBP Global Holdings, Inc.",United States,US,
XBTY,GraniteShares YieldBOOST Bitcoin ETF,,,
XCBE,X3 Acquisition Corp. Ltd.,United States,US,Financial Services
XCBEU,X3 Acquisition Corp. Ltd.,United States,US,Financial Services
XCBEW,X3 Acquisition Corp. Ltd.,United States,US,
XCH,XCHG Limited,Germany,DE,Industrials
XCNY,State Street SPDR S&P Emerging Markets ex-China ETF,,,
XCUR,"Exicure, Inc.",United States,US,Healthcare
XDEF,Xtrackers Europe Defense Technologies ETF,,,
XE,"X-Energy, Inc.",United States,US,Industrials
XEL,Xcel Energy Inc.,United States,US,Utilities
XELB,"Xcel Brands, Inc.",United States,US,Consumer Cyclical
XELLL,Xcel Energy Inc.,United States,US,
XENE,Xenon Pharmaceuticals Inc.,Canada,CA,Healthcare
XERS,"Xeris Biopharma Holdings, Inc.",United States,US,Healthcare
XEY,GraniteShares YieldBOOST Ether ETF,,,
XFOR,"X4 Pharmaceuticals, Inc.",United States,US,Healthcare
XGN,Exagen Inc.,United States,US,Healthcare
XHG,XChange TEC.INC,China,CN,Financial Services
XHLD,"TEN Holdings, Inc.",United States,US,Communication Services
XLO,"Xilio Therapeutics, Inc.",United States,US,Healthcare
XMAG,Defiance Large Cap ex-Mag 7 ETF,,,
XMAX,XMax Inc.,United States,US,Consumer Cyclical
XMTR,"Xometry, Inc.",United States,US,Industrials
XNCR,"Xencor, Inc.",United States,US,Healthcare
XNDU,Xanadu Quantum Technologies Limited,Canada,CA,Technology
XNET,Xunlei Limited,China,CN,Technology
XOMA,XOMA Royalty Corporation,United States,US,Healthcare
XOMAO,XOMA Royalty Corporation,United States,US,Healthcare
XOMAP,XOMA Royalty Corporation,United States,US,Healthcare
XOMX,Direxion Daily XOM Bull 2X Shares,,,
XOS,"Xos, Inc.",United States,US,Industrials
XOSWW,"Xos, Inc.",,,
XOVR,ERShares Private-Public Crossover ETF,,,
XP,XP Inc.,Cayman Islands,CA,Financial Services
XPEG,Leverage Shares 2X Long XPEV Daily ETF,,,
XPEL,"XPEL, Inc.",United States,US,Consumer Cyclical
XPON,Expion360 Inc.,United States,US,Industrials
XQQI,NEOS Boosted Nasdaq-100 High Income ETF,,,
XRAY,DENTSPLY SIRONA Inc.,United States,US,Healthcare
XRPC,Canary XRP ETF,,,
XRPI,XRP ETF,,,
XRPN,Armada Acquisition Corp. II,United States,US,Financial Services
XRPNU,Armada Acquisition Corp. II,United States,US,Financial Services
XRPNW,Armada Acquisition Corp. II,United States,US,
XRPT,2x XRP ETF,,,
XRTX,XORTX Therapeutics Inc.,Canada,CA,Healthcare
XRX,Xerox Holdings Corporation,United States,US,Industrials
XRXDW,Xerox Holdings Corporation,United States,US,
XSLL,Xsolla SPAC 1,United States,US,Financial Services
XSLLU,Xsolla SPAC 1,United States,US,Financial Services
XSLLW,Xsolla SPAC 1,United States,US,
XSPI,NEOS Boosted S&P 500 High Income ETF,,,
XT,iShares Future Exponential Technologies ETF,,,
XTIA,"XTI Aerospace, Inc.",United States,US,Industrials
XTLB,XTL Biopharmaceuticals Ltd.,Israel,IS,Healthcare
XWEL,"XWELL, Inc.",United States,US,Healthcare
XXII,"22nd Century Group, Inc.",United States,US,Consumer Defensive
XXX,Cyber Hornet S&P 500And Xrp 75/25 Strategy ETF,,,
XYZG,Leverage Shares 2X Long XYZ Daily ETF,,,
YAAS,Youxin Technology Ltd,China,CN,Technology
YB,Yuanbao Inc.,China,CN,Technology
YBMN,Defiance BMNR Option Income ETF,,,
YBST,GraniteShares YieldBOOST Single Stock Universe ETF,,,
YBTY,GraniteShares YieldBOOST TopYielders ETF,,,
YDDL,One and one Green Technologies. Inc,Philippines,PH,Industrials
YDES,YD Bio Ltd,Taiwan,TW,Healthcare
YDESW,YD Bio Limited,Taiwan,TW,
YDKG,Yueda Digital Holding,United States,US,Communication Services
YHC,LQR House Inc.,United States,US,Consumer Defensive
YHGJ,Yunhong Green CTI Ltd.,United States,US,Consumer Cyclical
YHNA,YHN Acquisition I Limited,Hong Kong,HK,Financial Services
YHNAR,YHN Acquisition I Limited,Hong Kong,HK,
YHNAU,YHN Acquisition I Limited,Hong Kong,HK,Financial Services
YI,"111, Inc.",China,CN,Healthcare
YIBO,Planet Image International Limited,China,CN,Technology
YJ,Yunji Inc.,China,CN,Consumer Cyclical
YLDE,Franklin ClearBridge Enhanced Income ETF,,,
YMAT,"J-Star Holding Co., Ltd.",Taiwan,TW,Basic Materials
YMT,Yimutian Inc.,China,CN,Technology
YNOT,Horizon Digital Frontier ETF,,,
YOKE,Yoke Core ETF,,,
YOOV,Concorde International Group Ltd.,Singapore,SG,Industrials
YORW,The York Water Company,United States,US,Utilities
YOUL,Youlife Group Inc.,China,CN,Consumer Defensive
YQ,17 Education & Technology Group Inc.,China,CN,Consumer Defensive
YQQQ,YieldMax Short N100 Option Income Strategy ETF,,,
YSPY,GraniteShares YieldBOOST SPY ETF,,,
YSWY,"Yesway, Inc.",United States,US,Consumer Defensive
YSXT,"YSX Tech. Co., Ltd",China,CN,Industrials
YTRA,"Yatra Online, Inc.",India,IN,Consumer Cyclical
YXT,YXT.COM Group Holding Limited,China,CN,Technology
YYAI,AiRWA Inc.,United States,US,Technology
YYGH,YY Group Holding Limited,Singapore,SG,Consumer Cyclical
Z,"Zillow Group, Inc.",United States,US,Communication Services
ZAP,Global X U.S. Electrification ETF,,,
ZBAO,Zhibao Technology Inc.,China,CN,Financial Services
ZBIO,"Zenas BioPharma, Inc.",United States,US,Healthcare
ZBRA,Zebra Technologies Corporation,United States,US,Technology
ZBZZT,,,,
ZCMD,Zhongchao Inc.,China,CN,Healthcare
ZD,"Ziff Davis, Inc.",United States,US,Communication Services
ZDAI,"DirectBooking Technology Co., Ltd.",Hong Kong,HK,Industrials
ZENA,"ZenaTech, Inc.",Canada,CA,Technology
ZEO,Zeo Energy Corp.,United States,US,Technology
ZEOWW,Zeo Energy Corp.,United States,US,
ZG,"Zillow Group, Inc.",United States,US,Communication Services
ZHOG,F/m Opportunistic Income ETF,,,
ZION,"Zions Bancorporation, National Association",United States,US,Financial Services
ZIONP,"Zions Bancorporation, National Association",United States,US,Financial Services
ZJK,"ZJK Industrial Co., Ltd.",China,CN,Industrials
ZJYL,Jin Medical International Ltd.,China,CN,Healthcare
ZJZZT,,,,
ZKIN,"ZK International Group Co., Ltd.",China,CN,Basic Materials
ZKP,Lafayette Digital Acquisition Corp. I,United States,US,Financial Services
ZKPU,Lafayette Digital Acquisition Corp. I,United States,US,Financial Services
ZKPW,Lafayette Digital Acquisition Corp. I,United States,US,
ZLAB,Zai Lab Limited,China,CN,Healthcare
ZM,"Zoom Communications, Inc.",United States,US,Technology
ZMUN,F/m Ultrashort Tax Free Municipal ETF,,,
ZNB,Zeta Network Group,China,CN,Communication Services
ZNTL,"Zentalis Pharmaceuticals, Inc.",United States,US,Healthcare
ZOOZ,ZOOZ Strategy Ltd.,Israel,IS,Consumer Cyclical
ZOOZW,ZOOZ Strategy Ltd.,Israel,IS,
ZS,"Zscaler, Inc.",United States,US,Technology
ZSQR,Z Squared Inc.,United States,US,Technology
ZSTK,ZeroStack Corp.,Canada,CA,Financial Services
ZTEK,Zentek Ltd.,Canada,CA,Healthcare
ZTEN,F/M 10-Year Investment Grade Corporate Bond ETF,,,
ZTG,Zenta Group Company Limited,Macau,MA,Industrials
ZTOP,F/m High Yield 100 ETF,,,
ZTRE,F/M 3-Year Investment Grade Corporate Bond ETF,,,
